排名,商品ID,商品标题,店铺,主图透出价格,核心材质与卖点,营销活动与服务,视觉版式风格,1.8米规格直达链接,标准商品链接,主图原图高清链接,本地主图文件名,生意参谋支付金额,支付件数,支付买家数,客单价,主图OCR完整文案
361,1046602401400,月光之家S型天然黄麻床垫薄乳胶榻榻米棕垫硬儿童全拆软硬度可调,moonlightfamily旗舰店,未透出,护脊偏硬支撑 | 天然乳胶 | 环保椰棕/黄麻,平台/政府大额补贴 | 免费试睡保障 | 花呗免息分期 | 官方正品权威背书,促销大字报冲击型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1046602401400,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1046602401400,https://img.alicdn.com/bao/uploaded/i1/919851856/O1CN01Iz4lsRaFd6J32pKq_!!4611686018427384656-0-item_pic.jpg,361_1046602401400.jpg,0.00 0.00%,0 0.00%,0,0.00,Moonlight family MOONLICHT 月光之家 家装节 FAMILY 全拆S型黄麻护脊垫 偏硬适中厚度6-15CM Moon 优惠可叠加 政府补贴官方立减惊喜红包 88VIP 200天免费试睡 15% 12% 150 20年超长质保 3期免息 价保100天 免费取旧 顺丰 SF 0胶+5A双重认证 到家
362,1046624245844,月光之家乳胶床垫家用独立弹簧黄麻记忆棉席梦思卧室全拆软硬可调,moonlightfamily旗舰店,未透出,天然乳胶 | 环保椰棕/黄麻 | 零压记忆棉,平台/政府大额补贴 | 免费试睡保障 | 花呗免息分期 | 官方正品权威背书,促销大字报冲击型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1046624245844,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1046624245844,https://img.alicdn.com/bao/uploaded/i2/919851856/O1CN01M9tuvUMogCB32pKq_!!4611686018427384656-0-item_pic.jpg,362_1046624245844.jpg,0.00 0.00%,0 0.00%,0,0.00,Moonlight family MOONLICHT 月光之家 家装节 FAMILY 全拆加粗大口径弹簧 软硬可调厚度21-25CM 优惠可叠加 政府补贴官方立减惊喜红包 88VIP 200天免费试睡 15% 12% 150 20年超长质保 3期免息 价保100天 免费取旧 顺丰 SF 0胶+5A双重认证 到家
363,1047216536492,甜蜜睡眠弹簧床垫黄麻偏硬护脊儿童乳胶薄垫榻榻米高箱床家用10cm,甜蜜睡眠旗舰店,未透出,护脊偏硬支撑 | 天然乳胶 | 环保椰棕/黄麻 | 双面双睡感/可拆洗,平台/政府大额补贴 | 买赠高价值赠品 | 花呗免息分期 | 官方正品权威背书,促销大字报冲击型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1047216536492,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1047216536492,https://img.alicdn.com/bao/uploaded/i3/2215897735682/O1CN01bqTTUexNwjC2R3rs_!!4611686018427380226-0-item_pic.jpg,363_1047216536492.jpg,0.00 0.00%,0 0.00%,0,0.00,甜蜜睡眠一朗月舒薄 家装节 Tianmishuimian 厚弹簧床垫 10-14cm （护脊可拆洗软硬可调） 政府补贴！ 立减 15% 9折券 无门槛消费券（至高减150） 88VIP专享 甜蜜睡眠 Zzz sweetsleepmattress 2件再享折上折，买越多省越多！ 综合补贴到手价： 政府 官方 店铺 至高省 44% 1110 + + 补贴 立减 优惠 起 全国送货入户 赠大件运费险 花呗分期免息 365天免费囤货
364,1047224258045,铂马仕悦眠弹簧床垫乳胶席梦思软垫家用护脊硬垫适中记忆棉透气垫,铂马仕旗舰店,￥500,护脊偏硬支撑 | 天然乳胶 | 独立袋装弹簧 | 零压记忆棉 | 亲肤透气面料,平台/政府大额补贴 | 买赠高价值赠品 | 官方正品权威背书,促销大字报冲击型 | 产品材质分层结构拆解型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1047224258045,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1047224258045,https://img.alicdn.com/bao/uploaded/i3/2165873208/O1CN01GNwCajUxU7F2vH2e_!!4611686018427386424-0-item_pic.jpg,364_1047224258045.jpg,0.00 0.00%,0 0.00%,0,0.00,铂马仕 家装节 POMOSER 双层弹簧酒店床垫 酷布独立袋专利防塌弹簧 惊喜红包 88折消费券 不止9折至高减500元 88VIP可用 POMOSER 叠加 政府补贴 官方补贴 立减15% 立减12% 优惠 详见支付页面 可叠加店铺券 送 单品直降约 现货速发顺丰到家 限部分 咨询客服抢舒睡枕X2 尺寸地区 37% 下单入会享好礼 ￥20 会员专享券 门槛 POMOSER
365,1048206181331,加硬护脊天然黄麻椰棕环保榈垫10cm偏硬床垫子十大名牌官方可定制,ZB五星优选床垫,未透出,护脊偏硬支撑 | 环保椰棕/黄麻 | 抗菌防螨健康 | 双面双睡感/可拆洗,平台/政府大额补贴 | 免费试睡保障 | 买赠高价值赠品 | 官方正品权威背书,促销大字报冲击型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1048206181331,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1048206181331,https://img.alicdn.com/bao/uploaded/i4/163953639/O1CN01h68rG11ckiPcacuq5_!!163953639.jpg,365_1048206181331.jpg,0.00 0.00%,0 0.00%,0,0.00,IB正品保障 超级立减 免费试睡100天 0胶水无甲醛无异味抗菌防螨 现货速发送到家 180天免费仓储超长保价30天 可叠加店内优惠券 10% 下单立减 300-60 更多优惠咨询客服
366,1048647731038,悠梦思儿童可拆卸弹簧床垫1.5偏硬席梦思1.2米护脊黄麻家用卧室,yarges悠梦思旗舰店,未透出,护脊偏硬支撑 | 环保椰棕/黄麻 | 抗菌防螨健康,平台/政府大额补贴 | 买赠高价值赠品 | 花呗免息分期 | 官方正品权威背书,促销大字报冲击型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1048647731038,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1048647731038,https://img.alicdn.com/bao/uploaded/i2/2215907225135/O1CN01LFt3Dvmgr4E2vH2e_!!4611686018427383343-0-item_pic.jpg,366_1048647731038.jpg,0.00 0.00%,0 0.00%,0,0.00,YARGES悠梦思/童心系列 儿童专用护脊床垫 真护脊?强防螨·可拆卸 YARGES悠梦思 下单入会 88 抢舒睡枕*2 88消费券 活动下单即享 折(立即抢购无需凑单) 送 限时立享至高减150元 政府 15% 惊喜红包 官方 12% 补贴 + 立减 88VIP可用 + 补贴随时结束不补差价 官方补贴限时优惠不补差价 （下单立享优惠） *详情咨询客服* 天猫家装节 现货下单顺丰速发 咨询客服享惊喜 （限部分尺寸地区） 拒绝甲醛 免费送货到家1C分期免息1盒365天免费仓储
367,1053013359312,麻师傅独立袋弹簧乳胶席梦思床垫12-18CM薄款软硬两用护脊家用,麻师傅舒梦专卖店,未透出,护脊偏硬支撑 | 天然乳胶 | 独立袋装弹簧 | 双面双睡感/可拆洗,平台/政府大额补贴 | 买赠高价值赠品,促销大字报冲击型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1053013359312,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1053013359312,https://img.alicdn.com/bao/uploaded/i4/2221247863396/O1CN0132d4yQdvV6F1chua_!!4611686018427386468-0-item_pic.jpg,367_1053013359312.jpg,0.00 0.00%,0 0.00%,0,0.00,麻师傅 ? 10-18CM薄款弹簧床垫 政府补贴 15% 家装节 12% 超软 下单赠送大件运费险 睡感 1221颗加密独立簧
368,1053035436795,悠梦思学生宿舍寝室记忆棉床垫榻榻米薄垫单人专用租房加软褥子,yarges悠梦思旗舰店,未透出,零压记忆棉,平台/政府大额补贴 | 买赠高价值赠品 | 花呗免息分期 | 官方正品权威背书,促销大字报冲击型 | 产品材质分层结构拆解型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1053035436795,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1053035436795,https://img.alicdn.com/bao/uploaded/i3/2215907225135/O1CN01RWT4eRoX24G2vH2e_!!4611686018427383343-0-item_pic.jpg,368_1053035436795.jpg,0.00 0.00%,0 0.00%,0,0.00,YARGES悠梦思/筑梦 专为宿舍/租房设计 加一层更好睡 KINFOLK KINFOL KINFOLT KINFOLK BrnEbIN2BnIrDINC2 下单入会 88 抢舒睡枕*2 88消费券 活动下单即享 折(立即抢购无需凌单) 送 限时立享至高减150元 政府 15% 惊喜红包 官方 12% 补贴 立减 88VIP可用 + + 补贴随时结束不补差价 官方补贴限时优惠不补差价 （下单立享优惠） *详情咨询客服* 天猫家装节 现货下单 顺丰速发 咨询客服享惊喜 （限部分尺寸地区） 拒绝甲醛 免费送货到家1C分期免息1盒90天免费仓储
369,1053349230511,悠梦思5cm乳胶席梦思五星酒店独立袋双层弹簧床垫30cm加厚超软垫,yarges悠梦思旗舰店,未透出,天然乳胶 | 独立袋装弹簧,平台/政府大额补贴 | 买赠高价值赠品 | 花呗免息分期 | 官方正品权威背书,促销大字报冲击型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1053349230511,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1053349230511,https://img.alicdn.com/bao/uploaded/i4/2215907225135/O1CN01K0NZFge6GdL2vH2e_!!4611686018427383343-0-item_pic.jpg,369_1053349230511.jpg,0.00 0.00%,0 0.00%,0,0.00,YARGES悠梦思/星玥 云端酒店软床垫 1800颗防塌陷酷布弹簧 下单入会 88 抢舒睡枕*2 88消费券 活动下单即享 折(立即抢购无需凑单) 送 限时立享至高减150元 政府 15% 惊喜红包 官方 12% 补贴 + 立减 88VIP可用 + 补贴随时结束不补差价 官方补贴限时优惠不补差价 （下单立享优惠） *详情咨询客服* 天猫家装节 现货下单顺丰速发 咨询客服享惊喜 （限部分尺寸地区） 拒绝甲醛 免费送货到家10分期免息1盒365天免费仓储
370,1053376411024,【政府补贴】悠梦思星宸独立袋弹簧床垫可全拆26cm厚五星酒店家用,yarges悠梦思旗舰店,未透出,独立袋装弹簧 | 双面双睡感/可拆洗,平台/政府大额补贴 | 免费试睡保障 | 买赠高价值赠品 | 花呗免息分期 | 官方正品权威背书,促销大字报冲击型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1053376411024,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1053376411024,https://img.alicdn.com/bao/uploaded/i4/2215907225135/O1CN01SnBfXzjJ1VG2vH2e_!!4611686018427383343-0-item_pic.jpg,370_1053376411024.jpg,0.00 0.00%,0 0.00%,0,0.00,YARGES悠梦思/全拆星系列 软硬可调整 0胶可拆洗 101天真正免费试睡 下单入会 88 抢舒睡枕*2 88消费券 活动下单即享 折(立即抢购无需凑单) 送 限时立享至高减150元 政府 15% 惊喜红包 官方 12% 补贴 + 立减 88VIP可用 + 补贴随时结束不补差价 官方补贴限时优惠不补差价 （下单立享优惠） *详情咨询客服* 天猫家装节 现货下单 顺丰速发 咨询客服享惊喜 （限部分尺寸地区） 拒绝甲醛 免费送货到家1C分期免息1盒365天免费仓储
371,1056684107951,铂马仕蓝鲸灵全拆洗儿童弹簧床垫0胶水乳胶家用1.5米1.8m护脊硬垫,铂马仕旗舰店,￥500,护脊偏硬支撑 | 天然乳胶,平台/政府大额补贴 | 买赠高价值赠品 | 官方正品权威背书,促销大字报冲击型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1056684107951,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1056684107951,https://img.alicdn.com/bao/uploaded/i1/2165873208/O1CN01SE30WbYJ7TJ2vH2e_!!4611686018427386424-0-item_pic.jpg,371_1056684107951.jpg,0.00 0.00%,0 0.00%,0,0.00,铂马仕 家装节 POMOSER 全垫0胶水弹簧床垫 面料360°可拆睡感可调 QPOMOSER 双重补贴拍下立减！ 惊喜红包限时抢！ 政府补贴 官方补贴 惊喜红包 88折消费券 立减15% 立减12% 不止9折至高减500元 详见支付页面 可叠加店铺券 88VIP可用 送 单品直降约 现货速发顺丰到家 限部分 咨询客服抢舒睡枕X2 尺寸地区 37% 下单入会享好礼 ￥20 会员专享券 门槛 POMOSER
372,1057826432269,铂马仕儿童天然乳胶S型精细黄麻床垫1.5米棕榈偏硬垫护脊椎床垫薄,铂马仕旗舰店,￥500,护脊偏硬支撑 | 天然乳胶 | 环保椰棕/黄麻,平台/政府大额补贴 | 买赠高价值赠品 | 官方正品权威背书,促销大字报冲击型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1057826432269,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1057826432269,https://img.alicdn.com/bao/uploaded/i3/2165873208/O1CN01BrfKmHL2iWH2vH2e_!!4611686018427386424-0-item_pic.jpg,372_1057826432269.jpg,0.00 0.00%,0 0.00%,0,0.00,铂马仕 家装节 POMOSER 儿童专用O胶水床垫 AAAAA认证优品 健康护脊 POMOSER 双重补贴拍下立减！ 惊喜红包限时抢！ 政府补贴 官方补贴 惊喜红包 88折消费券 立减15% 立减12% 不止9折至高减500元 详见支付页面 可叠加店铺券 88VIP可用 送 单品直降约 现货速发顺丰到家 限部分 咨询客服抢舒睡枕X2 尺寸地区 37% 下单入会享好礼 ￥20 会员专享券 门槛 POMOSER
373,1057846630673,品味布帆椰棕儿童华夫格面料学生垫乳胶加硬神器榻榻米薄床垫箱床,品味布帆家居旗舰店,未透出,护脊偏硬支撑 | 天然乳胶 | 环保椰棕/黄麻,平台/政府大额补贴 | 免费试睡保障 | 买赠高价值赠品 | 花呗免息分期 | 官方正品权威背书,促销大字报冲击型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1057846630673,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1057846630673,https://img.alicdn.com/bao/uploaded/i3/2222488681261/O1CN01ziQ5qIU1kdJ21stE_!!4611686018427386669-0-item_pic.jpg,373_1057846630673.jpg,0.00 0.00%,0 0.00%,0,0.00,品味布帆 ? 家装节 专注护脊棕垫 6cm-12cm厚可选 双重补贴下单立减 政府补贴 官方补贴 立减15% + 立减12% 详情咨询客服 详情咨询客服 到手价 120天免费试睡 88VIP专享消费券 387 20年超长质保 拒绝甲醛 塌陷包赔 100天保价 夫 3期花呗免息 免费仓储 送货入户无需安装 1.8×2米舒脊A款
374,1057974723640,睡眠骑士手工马尾毛床垫国家补贴席梦思五星酒店弹簧软垫家用床垫,sleepknight旗舰店,未透出,基础常规款,平台/政府大额补贴 | 免费试睡保障 | 买赠高价值赠品 | 花呗免息分期 | 官方正品权威背书,标准电商综合展示型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1057974723640,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1057974723640,https://img.alicdn.com/bao/uploaded/i3/2215132506139/O1CN01MjNZ6D1vDiay0O9lU_!!4611686018427381787-0-item_pic.jpg,374_1057974723640.jpg,0.00 0.00%,0 0.00%,0,0.00,SLEEP. 睡眠骑士 官方优选 KNIGHT 马尾毛手工床垫 从环保和手工出发／回归床垫本源 25-30CM 现货速发顺丰送到家 SF 手工拉扣 部分尺寸及地区详情咨询客服 200天免费试睡 花呗分期免息 365天免费仓储 免费送货到家
375,1057993972135,家用席梦思床垫独立弹簧厚硬垫软垫1.8米1.5天然乳胶黄麻十大名牌,佛山享睡床垫品牌店,未透出,护脊偏硬支撑 | 天然乳胶 | 独立袋装弹簧 | 环保椰棕/黄麻,平台/政府大额补贴 | 免费试睡保障 | 买赠高价值赠品 | 官方正品权威背书,促销大字报冲击型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1057993972135,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1057993972135,https://img.alicdn.com/bao/uploaded/i1/371421979/O1CN01vzpn9tZTHqC2vH2e_!!371421979.jpg,375_1057993972135.jpg,0.00 0.00%,0 0.00%,0,0.00,超级88 防塌静音 独立袋弹簧 偏硬护脊承托 casimere 免费试睡101天 下单立减 京东顺丰送到家 TIME:9/620:00-9/1323:59 12% 可叠加优惠满300减60 （详情咨询客服即可） 免费送货到家 先用后付 180天免费仓储 超长保价30天
376,1058159201845,睡眠骑士手工马尾毛床垫国家补贴席梦思五星酒店弹簧软垫家用床垫,睡眠骑士床垫企业店,未透出,基础常规款,平台/政府大额补贴 | 免费试睡保障 | 买赠高价值赠品 | 花呗免息分期 | 官方正品权威背书,标准电商综合展示型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1058159201845,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1058159201845,https://img.alicdn.com/bao/uploaded/i3/720743073/O1CN01kEkUaW1YZUFs5Ky8T_!!720743073.jpg,376_1058159201845.jpg,0.00 0.00%,0 0.00%,0,0.00,SLEEP. 睡眠骑士 官方优选 KNIGHT 马尾毛手工床垫 从环保和手工出发／回归床垫本源 25-30CM 现货速发顺丰送到家 SF 手工拉扣 部分尺寸及地区详情咨询客服 200天免费试睡 花呗分期免息 365天免费仓储 免费送货到家
377,1058869918719,月光之家手工拉扣床垫0胶水席梦思超软1.8m马尾毛独立袋弹簧1.5米,moonlightfamily旗舰店,未透出,独立袋装弹簧,平台/政府大额补贴 | 免费试睡保障 | 花呗免息分期 | 官方正品权威背书,促销大字报冲击型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1058869918719,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1058869918719,https://img.alicdn.com/bao/uploaded/i1/919851856/O1CN01cqWwueMPggL32pKq_!!4611686018427384656-0-item_pic.jpg,377_1058869918719.jpg,0.00 0.00%,0 0.00%,0,0.00,Moonlight family MOONLICHT 月光之家 家装节 FAMILY 马尾毛手工拉扣床垫 软硬齐全厚度22-28CM 优惠可叠加 政府补贴官方立减惊喜红包 88VIP 200天免费试睡 15% 12% 150 20年超长质保 3期免息 价保100天 免费取旧 顺丰 SF 0胶+5A双重认证 到家
378,1059106851085,品味布帆护脊床垫双人硬垫子乳胶弹簧记忆棉席梦思厚卧室家用1.8m,品味布帆家居旗舰店,未透出,护脊偏硬支撑 | 天然乳胶 | 零压记忆棉,平台/政府大额补贴 | 免费试睡保障 | 买赠高价值赠品 | 花呗免息分期 | 官方正品权威背书,促销大字报冲击型 | 产品材质分层结构拆解型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1059106851085,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1059106851085,https://img.alicdn.com/bao/uploaded/i4/2222488681261/O1CN01O1HoZHB8Q0H21stE_!!4611686018427386669-0-item_pic.jpg,378_1059106851085.jpg,0.00 0.00%,0 0.00%,0,0.00,品味布帆 ? 家装节 偏硬承托护脊 加厚3cm护脊层 品味布帆 双重补贴-下单立减 政府补贴 官方补贴 立减15% 立减12% 详情咨询客服 详情咨询客服 到手价 120天免费试睡 88VIP专享消费券 787 20年超长质保 拒绝甲醛 塌陷包赔 100天保价 夫 3期花呗免息 免费仓储 送货入户无需安装 1.8×2米护脊A款
379,1059415523270,睡眠骑士20cm厚记忆棉床垫席梦思软垫五星级酒店天然黄麻家用硬垫,sleepknight旗舰店,未透出,护脊偏硬支撑 | 环保椰棕/黄麻 | 零压记忆棉,免费试睡保障 | 买赠高价值赠品 | 花呗免息分期 | 官方正品权威背书,标准电商综合展示型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1059415523270,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1059415523270,https://img.alicdn.com/bao/uploaded/i3/2215132506139/O1CN01tr7mqY1vDib2m0ytV_!!4611686018427381787-0-item_pic.jpg,379_1059415523270.jpg,0.00 0.00%,0 0.00%,0,0.00,SLEEP° 睡眠骑士 官方优选 KNIGHT 记忆棉酒店床垫 厚度:20/22/24cm 20-24cm 200天免费试睡|20年超长质保 酒店睡感 现货速发顺丰送到家 部分尺寸 及地区 花呗分期免息 365天免费仓储 免费送货到家
380,1059558997316,睡眠骑士名匠全拆可调节床垫席梦思无胶家用20cm硬垫天然乳胶黄麻,sleepknight旗舰店,未透出,护脊偏硬支撑 | 天然乳胶 | 环保椰棕/黄麻,免费试睡保障 | 买赠高价值赠品 | 花呗免息分期 | 官方正品权威背书,标准电商综合展示型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1059558997316,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1059558997316,https://img.alicdn.com/bao/uploaded/i3/2215132506139/O1CN01eiXmbr1vDiaxIBnEX_!!4611686018427381787-0-item_pic.jpg,380_1059558997316.jpg,0.00 0.00%,0 0.00%,0,0.00,SLEEP. 睡眠骑士 官方优选 KNIGHT 30s O胶水 轻松拆卸 可全拆设计 你需要的不是新床垫， 这款全拆床垫 20-25CM 现货速发顺丰送到家 SF 0胶全拆 部分尺寸及地区详情咨询客服 200天免费试睡 花呗分期免息 365天免费仓储 免费送货到家
